,Gene,log2FoldChange,pvalue,padj
13254,DEK,-0.145,0.5557,0.9994
13255,RNF144B,-0.06825,0.8618,0.9994
13256,ID4,0.1883,0.5062,0.9994
13257,E2F3,-0.1538,0.3474,0.9994
13258,CDKAL1,-0.04315,0.8097,0.9994
13259,SOX4,0.2481,0.1102,0.9994
13260,LINC00340,-0.3722,0.275,0.9994
13261,LOC729177,0.2736,0.4356,0.9994
13262,PRL,0.5199,0.184,0.9994
13263,NRSN1,0.2417,0.5292,0.9994
13264,DCDC2,0.1887,0.6231,0.9994
13265,MRS2,-0.1713,0.4276,0.9994
13266,GPLD1,0.05506,0.8057,0.9994
13267,ALDH5A1,0.1687,0.456,0.9994
13268,KIAA0319,0.108,0.751,0.9994
13269,TDP2,0.03179,0.8174,0.9994
13270,ACOT13,-0.09331,0.4989,0.9994
13271,C6orf62,0.209,0.1624,0.9994
13272,GMNN,-0.07791,0.8035,0.9994
13273,LRRC16A,-0.2782,0.3841,0.9994
13274,SCGN,-0.06189,0.8744,0.9994
13275,HIST1H3A,-0.1609,0.6772,0.9994
13276,HIST1H4A,-0.5797,0.1385,0.9994
13277,HIST1H4B,-0.1969,0.5739,0.9994
13278,HIST1H3B,-0.3727,0.3416,0.9994
13279,HIST1H1C,-0.3949,0.2978,0.9994
13280,HFE,-0.4453,0.2242,0.9994
13281,HIST1H4C,0.07047,0.8368,0.9994
13282,HIST1H2BC,-0.5722,0.1342,0.9994
13283,HIST1H2BE,-0.1704,0.6524,0.9994
13284,HIST1H4D,-0.04637,0.8959,0.9994
13285,HIST1H2BF,-0.1521,0.6852,0.9994
13286,HIST1H4E,-0.3436,0.2711,0.9994
13287,HIST1H2AE,-0.3105,0.4278,0.9994
13288,HIST1H3E,0.2798,0.4465,0.9994
13289,HIST1H3F,-0.5169,0.1802,0.9994
13290,HIST1H2BH,-0.4725,0.2173,0.9994
13291,HIST1H3G,-0.2185,0.5444,0.9994
13292,HIST1H2BI,-0.2476,0.5196,0.9994
13293,HIST1H4H,-0.0723,0.85,0.9994
13294,BTN3A2,-0.4193,0.2343,0.9994
13295,BTN2A2,0.02566,0.94,0.9994
13296,BTN3A1,0.2482,0.3617,0.9994
13297,BTN2A3P,-0.3614,0.2215,0.9994
13298,BTN3A3,-0.3053,0.3941,0.9994
13299,BTN2A1,0.07459,0.6277,0.9994
13300,LOC285819,-0.05631,0.882,0.9994
13301,BTN1A1,-0.2202,0.5705,0.9994
13302,HMGN4,-0.03514,0.8277,0.9994
13303,ABT1,0.123,0.5001,0.9994
13304,ZNF322,0.157,0.3812,0.9994
13305,GUSBP2,-0.2328,0.5528,0.9994
13306,LINC00240,-0.1788,0.6388,0.9994
13307,LOC100270746,-0.05033,0.8828,0.9994
13308,HIST1H2AG,-0.5393,0.1081,0.9994
13309,HIST1H2BK,-0.03837,0.8604,0.9994
13310,HIST1H2AH,-0.2761,0.4764,0.9994
13311,ZNF204P,-0.2542,0.4213,0.9994
13312,ZNF184,-0.1138,0.4413,0.9994
13313,LOC100507173,-0.1493,0.6236,0.9994
13314,HIST1H2BL,-0.04932,0.8964,0.9994
13315,HIST1H2AI,0.2051,0.6003,0.9994
13316,HIST1H3H,-0.3543,0.3615,0.9994
13317,HIST1H2BM,-0.4948,0.185,0.9994
13318,HIST1H2BN,0.155,0.6876,0.9994
13319,HIST1H2AL,-0.548,0.1572,0.9994
13320,HIST1H1B,-0.4754,0.189,0.9994
13321,HIST1H3I,-0.1796,0.6463,0.9994
13322,HIST1H2BO,-0.5505,0.143,0.9994
13323,ZNF165,0.2102,0.5384,0.9994
13324,ZSCAN12P1,0.3016,0.2364,0.9994
13325,ZSCAN16,0.3326,0.165,0.9994
13326,ZNF192,-0.04322,0.8754,0.9994
13327,TOB2P1,0.2796,0.4446,0.9994
13328,ZNF193,0.09803,0.6999,0.9994
13329,ZKSCAN4,0.1753,0.3942,0.9994
13330,ZNF187,0.1084,0.5508,0.9994
13331,PGBD1,0.2714,0.1108,0.9994
13332,ZNF323,0.1397,0.6054,0.9994
13333,ZKSCAN3,0.08727,0.5718,0.9994
13334,ZSCAN12,0.08918,0.7026,0.9994
13335,LOC401242,0.01635,0.9664,0.9994
13336,TRIM27,0.0423,0.714,0.9994
13337,ZNF311,0.526,0.1261,0.9994
13338,UBD,-0.5615,0.1487,0.9994
13339,OR2H2,0.07364,0.8478,0.9994
13340,GABBR1,0.1108,0.7315,0.9994
13341,HLA-F,-0.507,0.1877,0.9994
13342,HCG4,-0.1599,0.628,0.9994
13343,HLA-G,-0.5746,0.1427,0.9994
13344,HLA-H,-0.5919,0.1214,0.9994
13345,HCG4B,-0.3472,0.3251,0.9994
13346,HLA-A,0.1034,0.7563,0.9994
13347,ZNRD1-AS1,0.1323,0.4531,0.9994
13348,HLA-J,-0.3896,0.2652,0.9994
13349,ZNRD1,-0.02343,0.8936,0.9994
13350,PPP1R11,0.0596,0.7929,0.9994
13351,RNF39,0.3042,0.3685,0.9994
13352,TRIM26,0.08034,0.7298,0.9994
13353,HLA-L,-0.1403,0.6018,0.9994
13354,HCG18,0.2487,0.1186,0.9994
13355,TRIM39,0.1064,0.4543,0.9994
13356,RPP21,-0.2205,0.3728,0.9994
13357,PRR3,0.1215,0.2251,0.9994
13358,ABCF1,0.05617,0.7775,0.9994
13359,MRPS18B,0.0499,0.8178,0.9994
13360,ATAT1,0.1946,0.5522,0.9994
13361,C6orf136,-0.005512,0.9851,0.9994
13362,DHX16,0.04121,0.8114,0.9994
13363,NRM,-0.2433,0.2284,0.9994
13364,MDC1,-0.09695,0.4132,0.9994
13365,TUBB,-0.2177,0.4324,0.9994
13366,FLOT1,-0.0441,0.7392,0.9994
13367,IER3,-0.2481,0.424,0.9994
13368,DDR1,0.022,0.9037,0.9994
13369,MIR4640,-0.1401,0.6797,0.9994
13370,GTF2H4,-0.139,0.5694,0.9994
13371,VARS2,-0.07468,0.805,0.9994
13372,HCG22,-0.02513,0.9479,0.9994
13373,CCHCR1,-0.1878,0.3343,0.9994
13374,TCF19,-0.1191,0.7602,0.9994
13375,HCG27,0.01702,0.9654,0.9994
13376,HCP5,-0.2125,0.5756,0.9994
13377,HCG26,-0.2945,0.4356,0.9994
13378,MICB,-0.5849,0.1353,0.9994
13379,DDX39B,0.1759,0.6468,0.9994
13380,SNORD84,0.16,0.6606,0.9994
13381,ATP6V1G2,0.2818,0.4007,0.9994
13382,NFKBIL1,-0.03543,0.8791,0.9994
13383,LTA,0.1404,0.7165,0.9994
13384,LTB,-0.05952,0.8782,0.9994
13385,LST1,-0.4106,0.294,0.9994
13386,AIF1,-0.1009,0.7948,0.9994
13387,BAG6,-0.01224,0.9652,0.9994
13388,APOM,0.06867,0.7999,0.9994
13389,C6orf47,0.07674,0.7943,0.9994
13390,LY6G5B,-0.1115,0.7255,0.9994
13391,LY6G5C,-0.03007,0.9382,0.9994
13392,ABHD16A,0.1043,0.5108,0.9994
13393,LY6G6C,0.1999,0.6046,0.9994
13394,C6orf25,0.1733,0.6586,0.9994
13395,DDAH2,0.03889,0.8938,0.9994
13396,MSH5,-0.2133,0.5865,0.9994
13397,VWA7,0.1726,0.6599,0.9994
13398,LSM2,-0.2016,0.3507,0.9994
13399,C6orf48,-0.3185,0.2988,0.9994
13400,SNORD48,-0.2153,0.576,0.9994
13401,SNORD52,-0.3633,0.3413,0.9994
13402,NEU1,-0.3403,0.2462,0.9994
13403,EHMT2,-0.08706,0.7561,0.9994
13404,ZBTB12,0.2366,0.2119,0.9994
13405,C2,-0.07892,0.8157,0.9994
13406,CFB,-0.2389,0.4615,0.9994
13407,RDBP,0.08445,0.6617,0.9994
13408,SKIV2L,-0.1988,0.3612,0.9994
13409,DOM3Z,-0.09031,0.7489,0.9994
13410,STK19,-0.03579,0.8597,0.9994
13411,CYP21A2,0.1351,0.7303,0.9994
13412,TNXB,0.1691,0.6234,0.9994
13413,ATF6B,-0.1538,0.2592,0.9994
13414,FKBPL,0.1225,0.6285,0.9994
13415,PRRT1,0.4485,0.1627,0.9994
13416,LOC100507547,0.1728,0.5404,0.9994
13417,PPT2,0.1364,0.5937,0.9994
13418,PPT2-EGFL8,-0.2554,0.5106,0.9994
13419,EGFL8,-0.01419,0.9699,0.9994
13420,AGPAT1,0.07084,0.6536,0.9994
13421,RNF5P1,0.1481,0.5932,0.9994
13422,AGER,-0.1477,0.7055,0.9994
13423,GPSM3,-0.4137,0.2176,0.9994
13424,NOTCH4,0.388,0.1922,0.9994
13425,HCG23,-0.02976,0.9391,0.9994
13426,HLA-DQB1,0.06518,0.8557,0.9994
13427,HLA-DOB,-0.3444,0.3713,0.9994
13428,TAP2,0.2106,0.5388,0.9994
13429,PSMB8,-0.5864,0.1344,0.9994
13430,LOC100507463,-0.4116,0.2939,0.9994
13431,TAP1,-0.2242,0.5517,0.9994
13432,PSMB9,-0.2666,0.4946,0.9994
13433,LOC100294145,0.1496,0.495,0.9994
13434,HLA-DMB,0.234,0.5452,0.9994
13435,HLA-DMA,-0.0466,0.891,0.9994
13436,HLA-DOA,-0.5477,0.1603,0.9994
13437,HLA-DPA1,-0.2141,0.5842,0.9994
13438,HLA-DPB2,0.1056,0.7739,0.9994
13439,COL11A2,0.07282,0.8275,0.9994
13440,RXRB,0.05987,0.7094,0.9994
13441,SLC39A7,-0.04488,0.7637,0.9994
13442,HSD17B8,-0.09704,0.7477,0.9994
13443,MIR219-1,-0.2068,0.5957,0.9994
13444,RING1,0.04692,0.7847,0.9994
13445,HCG25,0.1802,0.6374,0.9994
13446,VPS52,0.002553,0.9865,0.9994
13447,RPS18,-0.4244,0.1406,0.9994
13448,B3GALT4,0.1797,0.5862,0.9994
13449,WDR46,0.03704,0.8566,0.9994
13450,PFDN6,0.1375,0.4897,0.9994
13451,RGL2,0.04743,0.8288,0.9994
13452,TAPBP,-0.05648,0.7741,0.9994
13453,DAXX,-0.05739,0.7122,0.9994
13454,CUTA,-0.04872,0.8193,0.9994
13455,ZBTB9,0.2692,0.207,0.9994
13456,BAK1,-0.1658,0.3414,0.9994
13457,ITPR3,-0.06947,0.7912,0.9994
13458,MNF1,-0.1367,0.4124,0.9994
13459,IP6K3,-0.09281,0.8119,0.9994
13460,LEMD2,0.08461,0.657,0.9994
13461,MLN,-0.2899,0.4113,0.9994
13462,GRM4,-0.05934,0.8789,0.9994
13463,HMGA1,-0.1099,0.6946,0.9994
13464,C6orf1,0.1322,0.5393,0.9994
13465,NUDT3,0.01284,0.9626,0.9994
13466,RPS10,-0.3373,0.2463,0.9994
13467,C6orf106,-0.3454,0.1453,0.9994
13468,SNRPC,-0.08016,0.7009,0.9994
13469,UHRF1BP1,-0.01037,0.9658,0.9994
13470,TCP11,-0.3823,0.2714,0.9994
13471,SCUBE3,-0.37,0.1427,0.9994
13472,ZNF76,-0.04658,0.8083,0.9994
13473,DEF6,-0.5635,0.1445,0.9994
13474,PPARD,-0.2904,0.3302,0.9994
13475,FANCE,-0.1867,0.382,0.9994
13476,TULP1,-0.1354,0.7294,0.9994
13477,LOC285847,-0.03393,0.9281,0.9994
13478,ARMC12,-0.1236,0.7294,0.9994
13479,LHFPL5,0.286,0.455,0.9994
13480,SRPK1,-0.0737,0.6325,0.9994
13481,SLC26A8,-0.3321,0.3839,0.9994
13482,BRPF3,0.151,0.4595,0.9994
13483,PNPLA1,-0.08199,0.7799,0.9994
13484,ETV7,-0.3903,0.3188,0.9994
13485,KCTD20,-0.1322,0.6265,0.9994
13486,CPNE5,0.06487,0.8253,0.9994
13487,PPIL1,0.1089,0.5847,0.9994
13488,C6orf89,0.04259,0.8277,0.9994
13489,MTCH1,0.01954,0.8649,0.9994
13490,TMEM217,-0.1601,0.6816,0.9994
13491,TBC1D22B,-0.05958,0.6065,0.9994
13492,RNF8,-0.09892,0.5364,0.9994
13493,FTSJD2,-0.03221,0.8183,0.9994
13494,MDGA1,0.2653,0.3974,0.9994
13495,ZFAND3,-0.008457,0.9094,0.9994
13496,BTBD9,0.06978,0.7359,0.9994
13497,GLO1,-0.1741,0.412,0.9994
13498,DNAH8,-0.4922,0.1556,0.9994
13499,SAYSD1,0.01661,0.9336,0.9994
13500,KIF6,-0.1754,0.6503,0.9994
13501,DAAM2,-0.378,0.3197,0.9994
13502,MOCS1,-0.01844,0.9462,0.9994
13503,FLJ41649,-0.4078,0.2967,0.9994
13504,TDRG1,-0.2979,0.4474,0.9994
13505,LRFN2,0.2079,0.5117,0.9994
13506,UNC5CL,0.03392,0.9302,0.9994
13507,APOBEC2,0.2077,0.5554,0.9994
13508,C6orf130,0.1558,0.545,0.9994
13509,NFYA,-0.007149,0.9707,0.9994
13510,TREM1,-0.0636,0.8663,0.9994
13511,FOXP4,-0.1864,0.5535,0.9994
13512,FRS3,0.2721,0.2275,0.9994
13513,PRICKLE4,-0.332,0.2754,0.9994
13514,TOMM6,-0.07578,0.7452,0.9994
13515,USP49,0.1467,0.617,0.9994
13516,MED20,0.05521,0.7562,0.9994
13517,BYSL,0.09544,0.5416,0.9994
13518,CCND3,-0.3057,0.2448,0.9994
13519,TAF8,-0.2559,0.1095,0.9994
13520,GUCA1B,0.1985,0.6038,0.9994
13521,MRPS10,0.01142,0.9581,0.9994
13522,TRERF1,-0.05202,0.8025,0.9994
13523,UBR2,0.05841,0.7514,0.9994
13524,PRPH2,-0.4536,0.2171,0.9994
13525,TBCC,0.2854,0.1822,0.9994
13526,RPL7L1,0.1519,0.5091,0.9994
13527,C6orf226,0.2997,0.1186,0.9994
13528,CNPY3,-0.04682,0.7344,0.9994
13529,GNMT,0.09971,0.7737,0.9994
13530,PEX6,0.03239,0.9039,0.9994
13531,PPP2R5D,-0.03158,0.8012,0.9994
13532,MEA1,0.1097,0.6872,0.9994
13533,KLHDC3,0.03806,0.8262,0.9994
13534,RRP36,0.02826,0.8679,0.9994
13535,CUL7,-0.1587,0.605,0.9994
13536,MRPL2,0.07735,0.6229,0.9994
13537,KLC4,0.1116,0.6986,0.9994
13538,SRF,-0.132,0.2543,0.9994
13539,CUL9,0.004467,0.9864,0.9994
13540,C6orf108,-0.1314,0.518,0.9994
13541,SLC22A7,-0.1165,0.7652,0.9994
13542,CRIP3,-0.2373,0.4574,0.9994
13543,ZNF318,-0.05981,0.6828,0.9994
13544,ABCC10,-0.09516,0.6165,0.9994
13545,DLK2,0.149,0.5308,0.9994
13546,TJAP1,-0.1639,0.4026,0.9994
13547,YIPF3,-0.003494,0.9859,0.9994
13548,POLR1C,0.05961,0.7298,0.9994
13549,XPO5,-0.05356,0.6096,0.9994
13550,POLH,-0.2158,0.3207,0.9994
13551,GTPBP2,0.1693,0.5545,0.9994
13552,MAD2L1BP,0.121,0.4596,0.9994
13553,RSPH9,0.2731,0.4292,0.9994
13554,MRPS18A,0.09237,0.762,0.9994
13555,VEGFA,-0.3543,0.1966,0.9994
13556,LOC100132354,-0.2375,0.4626,0.9994
13557,C6orf223,0.4544,0.1649,0.9994
13558,MRPL14,0.03746,0.8607,0.9994
13559,TMEM63B,0.1492,0.5048,0.9994
13560,SLC35B2,-0.01573,0.9528,0.9994
13561,NFKBIE,0.2056,0.1948,0.9994
13562,TCTE1,0.5269,0.1415,0.9994
13563,AARS2,0.1916,0.4025,0.9994
13564,SPATS1,0.3136,0.373,0.9994
13565,CDC5L,0.02384,0.8801,0.9994
13566,ENPP4,-0.2757,0.2328,0.9994
13567,ENPP5,-0.04286,0.8952,0.9994
13568,RCAN2,0.2913,0.393,0.9994
13569,CYP39A1,-0.3968,0.2915,0.9994
13570,SLC25A27,0.05107,0.8668,0.9994
13571,TDRD6,0.149,0.6806,0.9994
13572,PLA2G7,-0.1452,0.7054,0.9994
13573,LOC100287718,-0.1203,0.6949,0.9994
13574,TNFRSF21,-0.04312,0.8324,0.9994
13575,OPN5,0.4148,0.2812,0.9994
13576,PTCHD4,-0.09699,0.7937,0.9994
13577,MUT,0.1023,0.5042,0.9994
13578,CENPQ,-0.2087,0.4945,0.9994
13579,C6orf141,-0.5842,0.1242,0.9994
13580,TFAP2B,0.4275,0.272,0.9994
13581,MCM3,-0.1945,0.591,0.9994
13582,PAQR8,-0.3433,0.2728,0.9994
13583,EFHC1,-0.06572,0.812,0.9994
13584,TRAM2,-0.4313,0.2256,0.9994
13585,LOC730101,0.1406,0.5288,0.9994
13586,TMEM14A,0.1635,0.4421,0.9994
13587,GSTA4,0.09246,0.5271,0.9994
13588,ICK,0.2015,0.159,0.9994
13589,FBXO9,0.1214,0.4868,0.9994
13590,GCLC,-0.2232,0.2056,0.9994
13591,HCRTR2,-0.09554,0.804,0.9994
13592,HMGCLL1,0.3729,0.2718,0.9994
13593,BMP5,-0.3625,0.3547,0.9994
13594,COL21A1,-0.2528,0.5165,0.9994
13595,DST,0.2639,0.1698,0.9994
13596,BEND6,0.207,0.5472,0.9994
13597,KIAA1586,0.2128,0.1762,0.9994
13598,ZNF451,0.02118,0.9478,0.9994
13599,PRIM2,-0.1711,0.5736,0.9994
13600,GUSBP4,-0.1147,0.7612,0.9994
13601,KHDRBS2,0.2544,0.3373,0.9994
13602,LGSN,-0.3002,0.3988,0.9994
13603,PTP4A1,-0.09497,0.5515,0.9994
13604,PHF3,-0.212,0.4474,0.9994
13605,EYS,0.1798,0.6072,0.9994
13606,LMBRD1,-0.04642,0.749,0.9994
13607,COL19A1,-0.2941,0.3873,0.9994
13608,FAM135A,-0.1733,0.465,0.9994
13609,C6orf57,-0.02627,0.8558,0.9994
13610,SMAP1,-0.02077,0.9262,0.9994
13611,B3GAT2,0.3318,0.3761,0.9994
13612,OGFRL1,0.2131,0.4521,0.9994
13613,LINC00472,0.1473,0.5834,0.9994
13614,RIMS1,0.3027,0.1572,0.9994
13615,KCNQ5,0.05227,0.8909,0.9994
13616,KHDC1L,0.2488,0.5222,0.9994
13617,KHDC1,0.1259,0.6946,0.9994
13618,C6orf147,0.08636,0.8181,0.9994
13619,C6orf221,-0.051,0.8964,0.9994
13620,MTO1,0.1288,0.5009,0.9994
13621,EEF1A1,-0.3789,0.1717,0.9994
13622,SLC17A5,-0.09656,0.5991,0.9994
13623,CD109,-0.3243,0.2246,0.9994
13624,COX7A2,0.003419,0.9872,0.9994
13625,TMEM30A,0.1416,0.3954,0.9994
13626,LOC100506804,0.2417,0.5289,0.9994
13627,FILIP1,0.4426,0.1185,0.9994
13628,SENP6,-0.01925,0.9008,0.9994
13629,MYO6,-0.1967,0.4217,0.9994
13630,IMPG1,-0.01032,0.9789,0.9994
13631,HTR1B,-0.0636,0.8692,0.9994
13632,IRAK1BP1,0.2564,0.3472,0.9994
13633,PHIP,-0.08037,0.8024,0.9994
13634,HMGN3,-0.1658,0.3226,0.9994
13635,LOC100288198,0.2008,0.525,0.9994
13636,LCA5,-0.09563,0.6222,0.9994
13637,SH3BGRL2,0.05054,0.7542,0.9994
13638,C6orf7,0.4265,0.2686,0.9994
13639,ELOVL4,0.2445,0.3822,0.9994
13640,BCKDHB,-0.2276,0.4913,0.9994
13641,IBTK,-0.02282,0.9246,0.9994
13642,TPBG,0.3099,0.2554,0.9994
13643,UBE3D,0.1926,0.3662,0.9994
13644,PGM3,-0.02458,0.8799,0.9994
13645,RWDD2A,0.1287,0.6528,0.9994
13646,ME1,-0.4658,0.2208,0.9994
13647,SNAP91,0.3814,0.1617,0.9994
13648,RIPPLY2,0.3993,0.3086,0.9994
13649,CYB5R4,0.02124,0.9497,0.9994
13650,MRAP2,-0.3435,0.2556,0.9994
13651,SNX14,0.141,0.5313,0.9994
13652,SYNCRIP,-0.06342,0.6682,0.9994
13653,SNHG5,-0.4806,0.2103,0.9994
13654,HTR1E,-0.2417,0.5376,0.9994
13655,ZNF292,0.1706,0.4704,0.9994
13656,GJB7,0.08393,0.8285,0.9994
13657,C6orf162,0.3097,0.1315,0.9994
13658,C6orf163,-0.07122,0.823,0.9994
13659,C6orf164,0.04702,0.9006,0.9994
13660,C6orf165,0.2584,0.4957,0.9994
13661,SLC35A1,0.08141,0.5481,0.9994
13662,RARS2,0.01393,0.9413,0.9994
13663,ORC3,-0.00637,0.9696,0.9994
13664,AKIRIN2,0.09358,0.5918,0.9994
13665,AKIRIN2-AS1,-0.1434,0.6995,0.9994
13666,CNR1,0.357,0.2731,0.9994
13667,RNGTT,0.1704,0.2879,0.9994
13668,PNRC1,-0.1488,0.5013,0.9994
13669,SRSF12,0.06597,0.7869,0.9994
13670,PM20D2,-0.06628,0.5147,0.9994
13671,GABRR1,0.2305,0.543,0.9994
13672,GABRR2,-0.4595,0.2387,0.9994
13673,UBE2J1,-0.002284,0.9838,0.9994
13674,RRAGD,-0.006361,0.9751,0.9994
13675,ANKRD6,-0.01501,0.9449,0.9994
13676,LYRM2,0.06119,0.8327,0.9994
13677,MDN1,-0.1213,0.371,0.9994
13678,CASP8AP2,0.03433,0.8284,0.9994
13679,BACH2,0.1267,0.6401,0.9994
13680,MAP3K7,-0.08558,0.4646,0.9994
13681,EPHA7,-0.06072,0.8586,0.9994
13682,MANEA,-0.1066,0.6384,0.9994
13683,UFL1,-0.03198,0.8419,0.9994
13684,NDUFAF4,0.3171,0.1301,0.9994
13685,KLHL32,0.381,0.252,0.9994
13686,MMS22L,-0.1806,0.3601,0.9994
13687,FBXL4,-0.2334,0.1832,0.9994
13688,FAXC,0.3864,0.1271,0.9994
13689,COQ3,0.2,0.4032,0.9994
13690,PNISR,-0.1172,0.7438,0.9994
13691,USP45,-0.1457,0.5219,0.9994
13692,LOC100130890,-0.4052,0.1736,0.9994
13693,CCNC,0.1766,0.3953,0.9994
13694,PRDM13,0.3102,0.374,0.9994
13695,ASCC3,-0.1335,0.5735,0.9994
13696,GRIK2,0.3117,0.1748,0.9994
13697,HACE1,-0.0915,0.6039,0.9994
13698,LIN28B,0.0758,0.8451,0.9994
13699,BVES-AS1,0.1484,0.692,0.9994
13700,PREP,-0.01137,0.9559,0.9994
13701,ATG5,0.1334,0.5075,0.9994
13702,AIM1,-0.1508,0.6604,0.9994
13703,RTN4IP1,0.1183,0.5604,0.9994
13704,QRSL1,-0.1231,0.4417,0.9994
13705,C6orf203,0.2215,0.472,0.9994
13706,BEND3,0.1319,0.5087,0.9994
13707,PDSS2,-0.153,0.2188,0.9994
13708,SEC63,-0.1236,0.4,0.9994
13709,OSTM1,0.1932,0.4852,0.9994
13710,NR2E1,0.1141,0.7708,0.9994
13711,SNX3,-0.1476,0.4965,0.9994
13712,LACE1,0.1438,0.4355,0.9994
13713,ARMC2,0.1161,0.7103,0.9994
13714,SESN1,0.0141,0.9522,0.9994
13715,CEP57L1,-0.08807,0.61,0.9994
13716,PPIL6,0.2512,0.4574,0.9994
13717,MICAL1,-0.1226,0.7415,0.9994
13718,ZBTB24,-0.07952,0.7191,0.9994
13719,AKD1,0.1807,0.3819,0.9994
13720,FIG4,0.08795,0.6801,0.9994
13721,GPR6,-0.1982,0.5961,0.9994
13722,WASF1,-0.1251,0.6689,0.9994
13723,CDC40,-0.07507,0.5218,0.9994
13724,METTL24,-0.2702,0.4908,0.9994
13725,DDO,0.3159,0.4034,0.9994
13726,CDK19,-0.01853,0.9232,0.9994
13727,AMD1,-0.02252,0.8763,0.9994
13728,GTF3C6,0.04235,0.8603,0.9994
13729,RPF2,-0.1744,0.4396,0.9994
13730,GSTM2P1,-0.2599,0.3854,0.9994
13731,SLC16A10,-0.313,0.2706,0.9994
13732,KIAA1919,-0.2085,0.2337,0.9994
13733,REV3L,-0.1349,0.66,0.9994
13734,TRAF3IP2-AS1,0.2438,0.415,0.9994
13735,TRAF3IP2,-0.4409,0.2493,0.9994
13736,FYN,-0.02881,0.9113,0.9994
13737,TUBE1,-0.1238,0.6294,0.9994
13738,C6orf225,0.03874,0.7928,0.9994
13739,RFPL4B,-0.03991,0.914,0.9994
13740,MARCKS,0.07823,0.6106,0.9994
13741,LOC285758,0.1932,0.6175,0.9994
13742,HDAC2,-0.01373,0.9461,0.9994
13743,HS3ST5,0.3113,0.3483,0.9994
13744,TPI1P3,0.108,0.77,0.9994
13745,NT5DC1,-0.2964,0.2987,0.9994
13746,TSPYL1,0.2163,0.2096,0.9994
13747,FAM26F,-0.05484,0.8873,0.9994
13748,BET3L,-0.2699,0.4828,0.9994
13749,FAM26E,-0.5835,0.1368,0.9994
13750,FAM26D,0.4101,0.2836,0.9994
13751,RWDD1,-0.1079,0.6292,0.9994
13752,RSPH4A,0.1874,0.6302,0.9994
13753,ZUFSP,0.1088,0.6693,0.9994
13754,KPNA5,0.1159,0.4913,0.9994
13755,FAM162B,-0.2038,0.6034,0.9994
13756,DCBLD1,-0.4894,0.1362,0.9994
13757,GOPC,-0.01717,0.9242,0.9994
13758,NUS1,-0.006057,0.9613,0.9994
13759,SLC35F1,0.2945,0.1829,0.9994
13760,CEP85L,-0.07708,0.8254,0.9994
13761,BRD7P3,-0.2188,0.5669,0.9994
13762,PLN,-0.554,0.1314,0.9994
13763,MCM9,-0.1336,0.5178,0.9994
13764,ASF1A,0.09944,0.6899,0.9994
13765,FAM184A,0.2609,0.1534,0.9994
13766,C6orf170,-0.1955,0.4575,0.9994
13767,GJA1,-0.2796,0.4551,0.9994
13768,HSF2,-0.03592,0.903,0.9994
13769,SERINC1,0.2141,0.2409,0.9994
13770,PKIB,-0.4285,0.2726,0.9994
13771,FABP7,0.3157,0.3862,0.9994
13772,SMPDL3A,-0.3608,0.295,0.9994
13773,CLVS2,0.341,0.2867,0.9994
13774,TRDN,-0.04884,0.8974,0.9994
13775,NKAIN2,0.2667,0.2463,0.9994
13776,RNF217,-0.3016,0.3472,0.9994
13777,HEY2,-0.2612,0.3996,0.9994
13778,NCOA7,-0.1604,0.2869,0.9994
13779,HINT3,0.1667,0.2272,0.9994
13780,TRMT11,-0.053,0.8025,0.9994
13781,CENPW,-0.5377,0.1189,0.9994
13782,RSPO3,-0.3535,0.3633,0.9994
13783,RNF146,-0.04097,0.877,0.9994
13784,ECHDC1,-0.06332,0.6581,0.9994
13785,KIAA0408,-0.1438,0.7009,0.9994
13786,C6orf174,0.2709,0.311,0.9994
13787,C6orf58,0.1365,0.7227,0.9994
13788,PTPRK,-0.3971,0.1391,0.9994
13789,ARHGAP18,-0.2046,0.5445,0.9994
13790,L3MBTL3,-0.02176,0.9014,0.9994
13791,SAMD3,0.2016,0.6069,0.9994
13792,TMEM200A,0.352,0.1986,0.9994
13793,AKAP7,0.1156,0.6922,0.9994
13794,ARG1,-0.1687,0.6401,0.9994
13795,MED23,-0.02305,0.9052,0.9994
13796,ENPP3,-0.3309,0.3837,0.9994
13797,CTGF,-0.363,0.3448,0.9994
13798,LOC100507254,0.01773,0.9615,0.9994
13799,STX7,0.06123,0.5444,0.9994
13800,C6orf192,-0.1715,0.5807,0.9994
13801,SNORA33,-0.5399,0.1682,0.9994
13802,EYA4,-0.5022,0.1867,0.9994
13803,TBPL1,-0.1523,0.5426,0.9994
13804,SLC2A12,-0.176,0.5095,0.9994
13805,SGK1,-0.4755,0.1387,0.9994
13806,HBS1L,0.005402,0.9607,0.9994
13807,MYB,-0.31,0.3867,0.9994
13808,AHI1,-0.1763,0.4617,0.9994
13809,LINC00271,0.3735,0.2812,0.9994
13810,PDE7B,-0.4282,0.263,0.9994
13811,FAM54A,-0.1752,0.6205,0.9994
13812,BCLAF1,-0.0459,0.6672,0.9994
13813,MAP7,0.1778,0.5662,0.9994
13814,MAP3K5,-0.00917,0.9782,0.9994
13815,PEX7,0.1413,0.414,0.9994
13816,IL20RA,-0.4809,0.2097,0.9994
13817,IFNGR1,-0.01528,0.8904,0.9994
13818,TNFAIP3,-0.1993,0.5426,0.9994
13819,KIAA1244,0.3245,0.2754,0.9994
13820,HEBP2,-0.1753,0.4876,0.9994
13821,NHSL1,0.1089,0.6625,0.9994
13822,LOC100507462,-0.3731,0.282,0.9994
